Date,User,Text,Link
"March 14, 2018 at 10:20PM",@realDonaldTrump,Thank you for hosting! #MAGA https://t.co/9pHH60DVlX,http://twitter.com/realDonaldTrump/status/974032596563832832
"March 14, 2018 at 10:25PM",@realDonaldTrump,Today the House took major steps toward securing our schools by passing the STOP School Violence Act. We must put the safety of America's children FIRST by improving training and by giving schools and law enforcement better tools. A tragedy like Parkland can't happen ever again!,http://twitter.com/realDonaldTrump/status/974033924493111296
"March 14, 2018 at 11:36PM",@realDonaldTrump,"Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/CUutL5SZxQ",http://twitter.com/realDonaldTrump/status/974051595834003457
"March 15, 2018 at 12:49AM",@realDonaldTrump,It was wonderful to be back in Missouri where our push for historic TAX CUTS all began. Six months ago I promised that we would cut taxes to bring Main Street roaring back - and that is exactly what is happening! https://t.co/4kPofEii3i,http://twitter.com/realDonaldTrump/status/974069957905428481
"March 15, 2018 at 05:31AM",@realDonaldTrump,"Please join me with your thoughts and prayers for both aviators, their families and our incredible @USNavy. https://t.co/60bHhrp8Y1",http://twitter.com/realDonaldTrump/status/974141083054690304
"March 15, 2018 at 12:11PM",@realDonaldTrump,"Larry Kudlow will be my Chief Economic Advisor as Director of the National Economic Council. Our Country will have many years of Great Economic &amp; Financial Success, with low taxes, unparalleled innovation, fair trade and an ever expanding labor force leading the way! #MAGA",http://twitter.com/realDonaldTrump/status/974241711315709954
"March 15, 2018 at 02:29PM",@realDonaldTrump,"We do have a Trade Deficit with Canada, as we do with almost all countries (some of them massive). P.M. Justin Trudeau of Canada, a very good guy, doesn’t like saying that Canada has a Surplus vs. the U.S.(negotiating), but they do...they almost all do...and that’s how I know!",http://twitter.com/realDonaldTrump/status/974276383051583488
"March 15, 2018 at 06:47PM",@realDonaldTrump,"RT @WhiteHouse: Yesterday, five @Cabinet Secretaries testified on the Hill on the need to rebuild our Nation's crumbling infrastructure. President Trump’s plan will renew our country’s once-great infrastructure and help build a more prosperous future for all Americans. https://t.co/KqpeEpFycM",http://twitter.com/realDonaldTrump/status/974341347363745792
"March 15, 2018 at 06:47PM",@realDonaldTrump,It was my honor to welcome Prime Minister Leo Varadkar of Ireland to the @WhiteHouse! https://t.co/ZT3WnIZR2L,http://twitter.com/realDonaldTrump/status/974341417509249024
"March 16, 2018 at 12:10AM",@realDonaldTrump,Continuing to monitor the heartbreaking bridge collapse at FIU - so tragic. Many brave First Responders rushed in to save lives. Thank you for your courage. Praying this evening for all who are affected.,http://twitter.com/realDonaldTrump/status/974422724419444737
"March 16, 2018 at 02:49AM",@realDonaldTrump,“President Donald J. Trump Delivers Remarks at the Shamrock☘️Bowl Presentation by Prime Minister Varadkar in the East Room of the White House” 🇺🇸🇮🇪 https://t.co/ZbogpAE09g,http://twitter.com/realDonaldTrump/status/974462702264479744
"March 16, 2018 at 03:40PM",@realDonaldTrump,Our thoughts and prayers go out to the families and loved ones of the brave troops lost in the helicopter crash on the Iraq-Syria border yesterday. Their sacrifice in service to our country will never be forgotten.,http://twitter.com/realDonaldTrump/status/974656757187440640
"March 16, 2018 at 05:27PM",@realDonaldTrump,"It would be great for the Republican Party of Nevada, and it’s unity if good guy Danny Tarkanian would run for Congress and Dean Heller, who is doing a really good job, could run for Senate unopposed!",http://twitter.com/realDonaldTrump/status/974683485322596352
"March 16, 2018 at 06:42PM",@realDonaldTrump,“U.S. Consumer Confidence Hits 14-Year High” https://t.co/tXJsSRoM64,http://twitter.com/realDonaldTrump/status/974702363763232768
"March 17, 2018 at 05:08AM",@realDonaldTrump,"Andrew McCabe FIRED, a great day for the hard working men and women of the FBI - A great day for Democracy. Sanctimonious James Comey was his boss and made McCabe look like a choirboy. He knew all about the lies and corruption going on at the highest levels of the FBI!",http://twitter.com/realDonaldTrump/status/974859881827258369
"March 17, 2018 at 04:00PM",@realDonaldTrump,Happy #StPatricksDay https://t.co/4vVsW2smhB,http://twitter.com/realDonaldTrump/status/975024181061541888
"March 17, 2018 at 06:11PM",@realDonaldTrump,"As the House Intelligence Committee has concluded, there was no collusion between Russia and the Trump Campaign. As many are now finding out, however, there was tremendous leaking, lying and corruption at the highest levels of the FBI, Justice &amp; State. #DrainTheSwamp",http://twitter.com/realDonaldTrump/status/975057131136274432
"March 17, 2018 at 06:34PM",@realDonaldTrump,"The Fake News is beside themselves that McCabe was caught, called out and fired. How many hundreds of thousands of dollars was given to wife’s campaign by Crooked H friend, Terry M, who was also under investigation? How many lies? How many leaks? Comey knew it all, and much more!",http://twitter.com/realDonaldTrump/status/975062797162811394
"March 18, 2018 at 01:12AM",@realDonaldTrump,"The Mueller probe should never have been started in that there was no collusion and there was no crime. It was based on fraudulent activities and a Fake Dossier paid for by Crooked Hillary and the DNC, and improperly used in FISA COURT for surveillance of my campaign. WITCH HUNT!",http://twitter.com/realDonaldTrump/status/975163071361683456
"March 18, 2018 at 01:02PM",@realDonaldTrump,"Wow, watch Comey lie under oath to Senator G when asked “have you ever been an anonymous source...or known someone else to be an anonymous source...?” He said strongly “never, no.” He lied as shown clearly on @foxandfriends.",http://twitter.com/realDonaldTrump/status/975341676297445377
"March 18, 2018 at 01:22PM",@realDonaldTrump,"Spent very little time with Andrew McCabe, but he never took notes when he was with me. I don’t believe he made memos except to help his own agenda, probably at a later date. Same with lying James Comey. Can we call them Fake Memos?",http://twitter.com/realDonaldTrump/status/975346628113596417
"March 18, 2018 at 01:35PM",@realDonaldTrump,"Why does the Mueller team have 13 hardened Democrats, some big Crooked Hillary supporters, and Zero Republicans? Another Dem recently added...does anyone think this is fair? And yet, there is NO COLLUSION!",http://twitter.com/realDonaldTrump/status/975350027169206273
"March 19, 2018 at 01:16PM",@realDonaldTrump,.@seanhannity on @foxandfriends now! Great! 8:18 A.M.,http://twitter.com/realDonaldTrump/status/975707627182219266
"March 19, 2018 at 02:07PM",@realDonaldTrump,A total WITCH HUNT with massive conflicts of interest!,http://twitter.com/realDonaldTrump/status/975720503997620224
"March 19, 2018 at 11:38PM",@realDonaldTrump,"RT @WhiteHouse: The opioid crisis has created stories of despair of shock, but also stories of recovery &amp; hope. President Trump is asking every Americans to share their story to overcome stigma, &amp; begin to fight against the Crisis Next Door.

Visit https://t.co/NfbKxV8O39 &amp; share your story. https://t.co/GY9HYFdHyh",http://twitter.com/realDonaldTrump/status/975864052017659904
"March 20, 2018 at 01:28AM",@realDonaldTrump,The Democrats do not want to help DACA. Would be so easy to make a deal!,http://twitter.com/realDonaldTrump/status/975891861863829504
"March 20, 2018 at 04:36PM",@realDonaldTrump,"Our Nation was founded by farmers. Our independence was won by farmers. And our continent was tamed by farmers. Our farmers always lead the way -- we are PROUD of them, and we are DELIVERING for them! #NationalAgricultureDay",http://twitter.com/realDonaldTrump/status/976120272435793920
"March 21, 2018 at 11:28AM",@realDonaldTrump,AUSTIN BOMBING SUSPECT IS DEAD. Great job by law enforcement and all concerned!,http://twitter.com/realDonaldTrump/status/976405122757558272
"March 21, 2018 at 11:52AM",@realDonaldTrump,Department of Justice should have urged the Supreme Court to at least hear the Drivers License case on illegal immigrants in Arizona. I agree with @LouDobbs. Should have sought review.,http://twitter.com/realDonaldTrump/status/976411208717950976
"March 21, 2018 at 12:03PM",@realDonaldTrump,"“Special Council is told to find crimes, wether crimes exist or not. I was opposed the the selection of Mueller to be Special Council, I still am opposed to it. I think President Trump was right when he said there never should have been a Special Council appointed because.....",http://twitter.com/realDonaldTrump/status/976413956293226496
"March 21, 2018 at 12:11PM",@realDonaldTrump,"...there was no probable cause for believing that there was any crime, collusion or otherwise, or obstruction of justice!”  So stated by Harvard Law Professor Alan Dershowitz.",http://twitter.com/realDonaldTrump/status/976415945714556928
"March 21, 2018 at 12:29PM",@realDonaldTrump,"“Special Council is told to find crimes, whether a crime exists or not. I was opposed to the selection of Mueller to be Special Council. I am still opposed to it. I think President Trump was right when he said there never should have been a Special Council appointed because.....",http://twitter.com/realDonaldTrump/status/976420417090015232
"March 21, 2018 at 07:56PM",@realDonaldTrump,"I called President Putin of Russia to congratulate him on his election victory (in past, Obama called him also). The Fake News Media is crazed because they wanted me to excoriate him. They are wrong! Getting along with Russia (and others) is a good thing, not a bad thing.......",http://twitter.com/realDonaldTrump/status/976532956557737984
"March 21, 2018 at 08:05PM",@realDonaldTrump,".....They can help solve problems with North Korea, Syria, Ukraine, ISIS, Iran and even the coming Arms Race. Bush tried to get along, but didn’t have the “smarts.” Obama and Clinton tried, but didn’t have the energy or chemistry (remember RESET). PEACE THROUGH STRENGTH!",http://twitter.com/realDonaldTrump/status/976535330835836929
"March 22, 2018 at 04:00AM",@realDonaldTrump,"Got $1.6 Billion to start Wall on Southern Border, rest will be forthcoming. Most importantly, got $700 Billion to rebuild our Military, $716 Billion next year...most ever. Had to waste money on Dem giveaways in order to take care of military pay increase and new equipment.",http://twitter.com/realDonaldTrump/status/976654851684945920
"March 22, 2018 at 04:04AM",@realDonaldTrump,"Democrats refused to take care of DACA. Would have been so easy, but they just didn’t care. I had to fight for Military and start of Wall.",http://twitter.com/realDonaldTrump/status/976655903729610752
"March 22, 2018 at 11:19AM",@realDonaldTrump,"Crazy Joe Biden is trying to act like a tough guy. Actually, he is weak, both mentally and physically, and yet he threatens me, for the second time, with physical assault. He doesn’t know me, but he would go down fast and hard, crying all the way. Don’t threaten people Joe!",http://twitter.com/realDonaldTrump/status/976765417908776963
